id,date,type,status,priority,digitized,title,contributors,summary
1705891,,,2,,1,Symposium on media; Telephone conversation with Larry,Tony Schwartz (Speaker),"Side A: Tony Schwartz gives a presentation at the second annual Stewart [sp?] Symposium via telephone or satellite. Other guests include Larry Bartel, Bob Stewart. Side B: First: Closing remarks at the end of the symposium. Second: Tony Schwartz calls Larry [?] to arrange for payment."
1727840,"Jan 1, 1993",RECORDED,2,,1,Interview about smoking rooms in hotels; Rough takes of part of an,Tony Schwartz (Speaker),"First: Mr. Sarson Bayef [sp?] talks to Tony Schwartz via interpreter. Says he was invited to the United States to learn about media. Tells Schwartz that he was ill yesterday from staying in a smoking room. Second: Unidentified man reads tag at the end of an ad for county court candidate Daniel Angiolillo to Tony Schwartz several times (""paid for by the committee to elect Daniel Angiolillo county court judge"")."
1806248,,,2,,1,Anton from the pool,Tony Schwartz (Interviewer),Tony Schwartz interviews an unidentified man about his experience moving to the United States.
1806886,"Mar 7, 1983",RECORDED,2,,1,"Paul from pool singing, 1983-03-07",,No summary found.
1809324,"Aug 10, 1998",RECORDED,2,,1,"Ted Smith's global warming comments, 1998-08-10",,No summary found.
1840474,,,2,,1,Tony Schwartz program about the role of the narrator in radio and,Tony Schwartz (Speaker),No summary found.
1200015,"Jan 1, 1962",RECORDED,3 - ad?,,1,Art director's club 1962,Tony Schwartz (Sound Recordist),"Rough tracks for 驴Gold Medal驴 spot/ child humming 驴They put the label on the outside...驴 -- Sound effects/ as follows: train, train station, shush, sirens, laughing, truck, violins, woman talking about canning, children, lion roar, humming (from 驴Gold Medal驴 spot) -- Sound effects/ same as above (duplicate) -- Sound effects/ truck, train, humming (from 驴Gold Medal驴 spot). (Total time approx 12:00). See paper file for accompanying material."
1705735,,,3 - may contain commercial,,1,Conversation about National Victim Center; Conversation about toxicity,Tony Schwartz (Speaker),"Side A: First: Interview with woman from National Crime Victim's Hotline about the negative reaction victims sometimes have to their name -- want to be known as crime victims, not just victims. Parts are taped over. May be material for a commercial. Second: Unidentified man talks with Tony Schwartz about toxicity -- appears to be talking about children's drinks, but the audio is somewhat indistinct. Third: inaudible conversation/speech. Side B: Continuation of inaudible conversation/speech."
1174630,"Jan 24, 1966",BROADCAST,3 - maybe contains performers?,,1,Music and words,Tony Schwartz (Producer) | Reenah Schwartz (Speaker),"RXF 3998: Music and words (Tony Schwartz, narrator ; two unidentified Puerto Rican men, vocals ; unidentified female opera singer, speaker and vocals ; unidentified cab driver, speaker ; Reenah Schwartz, speaker ; unidentified female music teacher, speaker) (0:00)."
1195911,"Jan 1, 1963",RECORDED,3 - might contain ads?,,1,Comments on advertising,Connie Lukian (Interviewer) | Norman Rotholtz (Speaker) | Tony Schwartz (Sound Recordist),"Connie Lukeian, Norman Rotholtz and a taxi driver comment on television advertising / commenting on commercials they like and dislike."
1490321,"Apr 27, 1961",RECORDED,3 - newscast?,,1,"Murray Lerner, 1961-04-27",Murray Lerner (Speaker),"""Master - wedding, events surrounding wedding, newscast""--Accompanying collection documentation."
1174695,"Apr 7, 1970",BROADCAST,3 - not enough information,,1,Hear-sight,Tony Schwartz (Producer) | Dick Olson (Speaker),"RXF 4107: Hear-sight (Tony Schwartz, narrator ; Dick Olson, speaker) (0:00)."
1833603,"Mar 31, 1999",RECORDED,3 - not enough information,,1,"Twelve examples of work recorded by Tony Schwartz, 1999-03-31",Tony Schwartz,No summary found.
1177790,"Jul 6, 1966",BROADCAST,3 - not enough information,,1,"Wednesday review. 1966-07-06, [program about Marshall McLuhan]",Harold Rosenberg (Speaker) | Tom Wolfe (Speaker) | Richard Schickel (Speaker),RXF 4297: Wednesday review 1966-07-06: Harold Rosenberg (00:00) -- Richard (Dick) Schickel (19:07) -- Tom Wolfe (30:25).
1199876,"Dec 1, 1987",,3 - not enough information,,1,Martha Greenhouse voice over demo,Martha Greenhouse (Speaker),Martha Greenhouse (3:36). Cataloger supplied title. See paper file for accompanying material.
1486281,,,3 - not enough information,,1,"Loren, Israel Harmonica",Pauline Loren (Speaker) | Israel Harmonica (Speaker) | Ruthie Wiernie (Speaker),"""Tape segments: Loren, Israel Harmonica, Ruthie Wiernie""--Accompanying collection documentation."
1625972,"Mar 13, 1992",RECORDED,3 - not enough information,,1,"Bandshell radio rough, 1992-03-13",,No summary found.
1626238,"Jun 1, 1983",RECORDED,3 - not enough information,,1,"The Swami on media, 1983-06",Bua (Speaker),No summary found.
1626328,,,3 - not enough information,,1,"Dictation, Solomon R&B",,No summary found.
1627721,"Apr 26, 1983",BROADCAST,3 - not enough information,,1,"WOR : Pegine [sic] Fitgerald and Tony as guest, 1983-04-26",Pegeen Fitzgerald (Speaker) | Tony Schwartz (Speaker),No summary found.
1628264,"Nov 29, 1989",RECORDED,3 - not enough information,,1,"Tony Schwartz, Center for Communications presentation, 1989-11-29",Tony Schwartz (Speaker),No summary found.
1629063,"Feb 17, 1987",RECORDED,3 - not enough information,,1,"Harvard class, 1987-02-17",,No summary found.
1629068,"Feb 13, 1990",RECORDED,3 - not enough information,,1,"Harvard class, with Mike Rowan, 1990-02-13",Michael Rowan,No summary found.
1629739,"Feb 27, 1990",RECORDED,3 - not enough information,,1,"Harvard class, 1990-02-27",,No summary found.
1631386,"Jan 1, 1993",RECORDED,3 - not enough information,,1,I never stayed in the dark long enough (1993 revised version),Manuel D. Zane,No summary found.
1697521,"Oct 22, 1993",RECORDED,3 - not enough information,,1,"Sanitation ticket, 1993-10-22",,No summary found.
1697591,,,3 - not enough information,,1,People for the American way : I have a dream ; A true story,,No summary found.
1705595,,RECORDED,3 - not enough information,,1,"Omega Institute, Ashley Montagu, growing young",Ashley Montagu (Speaker),No summary found.
1719485,"Jul 30, 1982",RECORDED,3 - not enough information,,1,"Bob Landers, Bambergers, 1982-07-30",Bob Landers (Announcer),"""First cassette""--Container."
1719486,"Oct 8, 1982",RECORDED,3 - not enough information,,1,"Bob Landers, Robert Bruce sweaters, Bambergers, Panasonic, 1982-10-08",Bob Landers (Announcer),No summary found.
1806815,,,3 - not enough information,,1,"Kayla's ""best of"" demo tape",,No summary found.
1807100,"Mar 19, 1987",RECORDED,3 - not enough information,,1,"Reenah, Lillian, Tony. 1987-03-19",Tony Schwartz (Speaker),No summary found.
1807594,,,3 - not enough information,,1,"Test tape, Tony Schwartz Collection",,No summary found.
1808050,"Jan 1, 1986",,3 - not enough information,,1,"Manipulation, Pat Farrell, Tony Schwartz collection",,No summary found.
1808519,,,3 - not enough information,,1,"Politics 3, Tony Schwartz Collection",,No summary found.
1808531,,,3 - not enough information,,1,Unidentified Tony Schwartz Collection tape,,No summary found.
1809273,"Jan 1, 1987",PRODUCTION,3 - not enough information,,1,"Richard Kostelanetz, Tony Schwartz as a Horspielmacher. 1987",Richard Kostelanetz,No summary found.
1809517,"Jan 1, 1986",COPYRIGHT,3 - not enough information,,1,Children of war,Jake Holmes,"""Jake Holmes, 1986."""
1809539,,,3 - not enough information,,1,Michaela Schwartz,,No summary found.
1810678,"Mar 18, 1988",RECORDED,3 - not enough information,,1,"B. Smith, ""phantom,"" 1988-03-18",Barbara Smith (Speaker),No summary found.
1811089,"Jan 1, 1995",PRODUCTION,3 - not enough information,,1,"Tony Schwartz program against facism, 1947",Tony Schwartz,No summary found.
1815220,,,3 - not enough information,,1,"No ifs, ands or butts, David Hanlon, Georgetown Day School,",,Lyrics filed with accompanying collection documentation.
1816286,"Nov 14, 1988",RECORDED,3 - not enough information,,1,"Tony Schwartz with Barry Gray, 1988-11-14",Tony Schwartz (Speaker),No summary found.
1816289,,,3 - not enough information,,1,"Sanyo endless loop, Tony Schwartz Collection",,No summary found.
1832912,,,3 - not enough information,,1,Steve Brown interviews Tony Schwartz on American politics and policy,Tony Schwartz (Interviewee) | Steve Brown (Interviewer),No summary found.
1834046,"Jun 1, 1986",RECORDED,3 - not enough information,,1,Tony Schwartz compilation tape,,"Ken McFeeley's permission to use material -- Ken McFeeley & Dr. Kahan on phone, 6/86 -- Gal from pool -- Patrick Reynolds -- Mike Pertschuck -- Dennis Newman, Roosevelt campaign -- William Bloomfield -- Stuart Bainum?."
1834195,"Dec 10, 1949",RECORDED,3 - not enough information,,1,"Human rights celebration, 1949-12-10",,No summary found.
1834350,"Sep 27, 1980",RECORDED,3 - not enough information,,1,"Warren Rudman, button spot comments, 1980-09-27",,No summary found.
1834548,,,3 - not enough information,,1,Tina: a dog's life,,No summary found.
1836294,"Jan 1, 1979",RECORDED,3 - not enough information,,1,"Tony Schwartz background interview, 1979",,No summary found.
2451022,,,3 - not enough information,,1,"The thing, original",,"""The tailor's boy"" with guitar playing (1:05). ."
1712927,"Jan 1, 1961",RECORDED,3 - not enough information but intriguing,,1,"Invisible friends, 1961",,No summary found.
2451858,,,3 - performers?,,1,Italian songs,,Man sings two Sicilian songs. One song about a man who lost a chicken called I lost a chicken and a song about a man who fell in love with 3 sisters (3:13).
1843177,,,3 - potentially contains ads,,1,Tony Schwartz discussing his advertising technique of avoiding,,No summary found.
1809302,,,4 - ads,,1,3 anti-smoking spots: Koop Institute spot ; 2 Janet Sackman spots,Janet Sackman (Speaker),Koop institute spot (:30) -- Janet Sackman spot (1:00) -- Janet Sackman spot (1:00).
1833448,,,4 - ads,,1,Political ads,,No summary found.
1180776,"Jan 1, 1997",PRODUCTION,4 - advertisement,,1,Two Coliseum Books spots from 1997,Tony Schwartz (Sound Recordist),"Two advertisements for Coliseum Books, New York, New York, 1997."
1604599,"Dec 7, 1971",RECORDED,4 - advertisement,,1,"Radio samples, other, 1971-12-07",Tony Schwartz (Producer),"""10 spots from Quigg Lawrence Assoc. w/'original sound'""--Accompanying collection documentation. Commercials for Vepco, Virginia National Bank, and House of Edgewood tobacco read by announcers and actors. 1. Vepco electric heat commercial with a policeman. (00:00) -- 2. Vepco electric heat commercial with a service station owner. (01:07) -- 3. Vepco electric heat commercial with a teacher. (02:13) -- 4. Virginia National Bank commercial with home improvement theme. (03:20) -- 5. Virginia National Bank commercial with camping theme. (04:20) -- 6. Virginia National Bank commercial with boating theme. (05:19) -- 7. Vepco electric heat commercial with home modernization theme. (06:20) -- 8. House of Edgewood tobacco commercial, Ruger rifle comparison. (07:28) -- 9. House of Edgewood tobacco commercial, Martin guitar comparison (08:08) -- 10. Vepco electric heat for baby's room. (08:50)."
1647333,,,4 - advertisement,,1,"Swiss cheese ad, Bruce Morace",,No summary found.
1667987,,,4 - advertisement,,1,Advertisement for Italian jewelry event at Fortunoff,,No summary found.
1705840,,,4 - advertisement,,1,Advertisement for New Sound; Recording test; Telephone presentation,Tony Schwartz (Speaker) | Bob Landers (Speaker),"First: Man (sounds like Bob Landers) reads aloud to Tony Schwartz from a promo for New Sounds, Tony Schwartz's company, from the perspective of Tony Schwartz. Second: recording test. Third: Tony Schwartz talks to Swedish group over the telephone about his successful experience creating commercials for the Association of Independant Colleges and Universities in Massachusetts and about his experiences crafting anti-smoking ads."
1195898,,,4 - commercial,,1,Harry Abrams audition tape,Harry Abrams (Producer),"RXF 7327: Male voices: David Ford , Pan Am (00:00) -- Peter Thomas, (Montage) Exxon, Coca Cola, United Technology (01:05) -- Lester Rawlins, Pepsi, Teem (02:00) -- Bob Landers, Weyerhauser Lumber Company (03:03) -- Scott MacLellan, Pastene olive oil (04:04) -- Tom Bosley, Metropolitan Life Insurance (05:15) -- Jon Lee, (montage) General Electric Corp., Guerlain, Le Bleu Cologne (06:20) -- Bob Maxwell (montage) Bordens, Atrex Herbicide, Commercial Credit Corp. (07:38) -- Stan Martin, Mexico Tourist Board (08:37) -- Ed Green (montage) Bahamas Tourist Organization, Alfa Romeo cars, El Capitan cigars (09:03) -- Mandel Kramer, Cadet wines (10:04) -- Jean Shepherd, Illinois Tool Works (10:39) -- Female Voices: Tammy Grimes, Revlon Mascara (11:38) -- Karen Machon, Jean Nate (12:10) -- Lovelady Powell, Scotchguard Fabric Protector (13:14) -- Audre Johnston, Lifesavers (14:17) -- Lynn Redgrave Masumi Cologne (Coty), Smitty Cologne (Coty) (14:50) -- Annie Kravat, Gossard Bras (15:35) -- Elizabeth Franz, Revlon Moistureizer II (16:19) -- Beverly MacKenzie AT&T Long Lines (16:51)."
1199885,,,4 - commercial,,1,Chuck Blore and Don Richman Incorporated demo tape,,"Stokley-Van Camp - ""Wettin' his pants"" -- Country Legend - ""In the beginning"" -- Michigan Bell - ""A commercial for..."" -- KABC-TV - ""The birds"" -- AT&T - ""Long, long distance"" -- County Seat - ""Lord, have we got jeans"" -- Cleveland Trust - ""The recreation room"" -- O'Neil's Dept. Store - ""For my wife"" -- Miller's beer - ""Finnegan"" -- Rheingold Beer - ""Girls against New York"" -- Hibernia Bank - ""An ego trip"" -- Burgess - ""Stompin' on it"" -- Stern & Mann - ""Cathianne"" -- K-Mart Photo - ""Opposite sex"" -- Texas traffic safety - ""Watch out, Daddy"" (14:00). Cataloger supplied title. See paper file for accompanying material."
1205091,,,4 - commercial,,1,Calls of newspaper vendors,,"RXF 8834: Song of a blind newspaper dealer named Dan (00:00) -- Two newspapers calls (03:00) -- Morning papers call (03:29) -- Pick 'em up here only (04:05) -- Morning paper call, then song from off microphone, then excerpt from a New York Times commercial (05:30) -- Sunday papers call (06:51) -- Morning papers call (08:58)."
1627723,"Jan 1, 1981",RECORDED,4 - commercial?,,1,"American Security Systems, radio spots, 1983-01",,No summary found.
1830518,,,4 - commercial?,,1,Drunk driving PSA's : 4 - 60s,,No summary found.
1181013,"Aug 1, 1989",,4 - contains music,,1,Taxi presentation 1989 August 1,Tony Schwartz (Sound Recordist),"RXF 4954: She's leaving home (John Lennon and Paul McCartney) (dub of this song by The Beatles, with telephone call of a runaway teenage girl mixed in) (00:00) -- story about giving a ride to Jayne Mansfield (unidentified male taxi driver, speaker) (03:36) -- conversation about traffic (Tony Schwartz, interviewer ; unidentified male taxi driver, interviewee) (04:41) -- story about getting lost in the Bronx (unidentified male taxi driver, speaker) (05:38) -- story about a drunken fare (unidentified male taxi driver, speaker) (06:43) -- joke about taking a cab from California to New York (unidentified male taxi driver, speaker) (07:13) -- interview about being held up (Tony Schwartz, interviewer ; unidentified male taxi driver, interviewee) (08:23) -- story about modern art (unidentified man, speaker) (10:28)."
1667613,"Jan 1, 1992",RECORDED,4 - may contain ads,,1,Interview with Tony Schwartz about political commercials,Tony Schwartz (Interviewee),"Begins with a short call by Tony Schwartz to the ""Bill Clinton fact line"" (recording ends when Schwartz is asked for his credit card number). Next: interview with Schwartz (conducted by unidentified woman) about the benefit to the candidate of political advertisements. Schwartz says candidate gains ability to speak to the public, gains control. Interviewer asks about ""false implications,"" which Schwartz responds are ""at least your false implications,"" rather than those just constructed by the media. Also concerns the Daisy ad, which Schwartz calls a Rohrschach test."
1836766,,,4 - music,,1,"Unidentified jazz recordings, Tony Schwartz collection",,No summary found.
1175317,,BROADCAST,4 - performer,,1,Recording in life,Tony Schwartz (Producer) | Jimmy Giuffre (Performer),"RXF 4060: Recording in life (Tony Schwarts, narrator ; Jimmy Giuffre, speaker and clarinet ; unidentified woman, footsteps) (0:00). ""Jimmy Guiffre plays his clarinet against different city sounds and in different environments. Jimmy talks about the thrilling experience of playing in the city. He plays in large office building lobbies. He likes the resonance and the echo.""--Accompanying collection documentation."
1176395,"Jan 1, 1960",COMPILED,4 - performer,,1,Rough material #6,Tony Schwartz (Editor) | Kathleen Walsh (Performer) | Harry Belafonte (Performer) | George Gershwin (Performer) | Leadbelly (Performer) | Herb Levy (Performer) | Frieda Bokwe Matthews (Speaker),"RXF 4261: Learning a language (Tony Schwartz, narrator ; various men and women, speakers) (0:00) -- comments (unidentified child, speaker) (5:01) -- comments (unidentified man, speaker) (5:11) -- comments on treatment received by a foreigner (unidentified man, speaker) (5:19) -- Senzenena (Tony Schwartz, narrator ; mixed chorus, vocals ; unidentified, violin ; Mrs. Frieda Matthews, speaker) (5:40) -- segment comparing Leadbelly and George Gershwin (Tony Schwartz, narrator ; Leadbelly, 12 string guitar and vocals ; George Gershwin, piano) (17:07) -- Relax your mind (Leadbelly, 12 string guitar and vocals) (20:28) -- unidentiifed (George Gershwin, piano) (21:35) -- Eagle rock rag (Leadbelly, piano and vocal) (22:08) -- narration for segment on pennywhistle player Herb Levy (Tony Schwartz, narrator) (24:08) -- unidentified (Herb Levy, pennywhistle, piano, cigar box) (25:21) -- unidentified (Herb Levy, pennywhistle, piano, cigar box) (26:18) -- Jackass will jump and bray (Harry Belafonte, vocals ; unidentified chorus ; Herb Levy, pennywhistle, piano, cigar box) (26:56) -- examples and description of Irish mouth music (Kathleen Walsh, vocals) (29:09) -- examples and description of Hasidic songs without words (unidentified woman, vocals ; unidentified man and woman, vocals) (30:48)."
1178387,"Jan 1, 1960",COMPILED,4 - performer,,1,Rough material,Tony Schwartz (Producer) | Louis Hardin (Performer),"RXF 4708: Story about Jayne Mansfield (unidentified male taxi driver, speaker) (0:00) -- story about pet (unidentified woman, speaker) (1:09) -- discussion of white paint (unidentified man, speaker ; Tony Schwartz, interviewer) (2:06) -- boxer and trainer describe his right hand punch (Rudy Sawyer, speaker ; unidentified man, speaker) (2:47) -- Moondog's San Francisco sounds (Moondog [Louis Hardin], percussion and bells) (4:20) ."
1173089,"Jun 24, 1969",BROADCAST,4 - performer,,1,Folk singers and folks,Tony Schwartz (Producer) | Burl Ives (Performer) | George Edwards (Performer),"RXF 3611: Folk singers and folks (Tony Schwartz, narrator ; Burl Ives, vocal and guitar ; George Edwards, vocal) (0:00). ""With the rise in the popularity of folk concerts, we may ask what a folk singer is and how he differs from a singer of folk songs. Burl Ives, a singer of folk songs, does a studio cut for commercial sale. George Edwards, on his back porch, sings the same song because he likes it, and grew up with it. He is a folk singer""--From collection documentation."
1175407,"Nov 16, 1968",,4 - performer,,1,The alternating current of Sandy Mason,Tony Schwartz (Producer) | Sandy Mason (Performer),"""Styles of singing and presentation change in the course of time. Singers used to walk in with just a guitar, now they bring their own unique electrical equipment. From the Slate Restaurant we hear Sandy Mason talk about work and sing 'Those Were the Days' while playing her guitar. She uses some electronic equipment"" (00:00) --Accompanying collection documentation."
1179204,,RECORDED,4 - performer,,1,African tape,,RXF 4658: All songs untitled. Durations: 1. (1:40)[00:00] -- 2. (0:46)[01:53] -- 3. (1:15)[02:47] -- 4. (1:02)[04:11] -- 5. (2:56)[05:19] -- 6. (1:03)[08:25] -- 7. (1:43)[09:37] -- 8. (1:46)[11:32] -- 9. (2:07)[13:30] -- 10. (2:04)[15:47].
1180148,"Feb 21, 1951",RECORDED,4 - performer,,1,Olga Caweyo 1951 February 21,Tony Schwartz (Producer) | Olga Caweyo (Vocalist/Singer),Argentinian song - boy and mule going uphill (duration 3:40) [time 00:00] -- Street cry of a woman in Baiya - Brazilian (3:44) [3:52] -- Sixteenth century Spanish romance song (2:28) [7:36].
1180196,,,4 - performer,,1,Evelyn Challis,Evelyn Challis (Performer),"The green grass grew all around (00:40) -- One finger, one thumb (6:14) -- If I had a hammer (8:26) -- Under the wild oak tree (11:15) -- Repeat of previous song (12:15) -- Talkin nothin (13:15) -- In a cabin In the woods (15:35) -- Tangalao (18:12) -- Everybody loves saturday night (20:15) -- B-I-N-G-O (23:54) -- Que bonita bandera (26:02) -- The ink is black (28:14) -- Oh won't you sit down (31:54)."
1181023,"Jan 1, 1952",RECORDED,4 - performer,,1,Sound of a city,Tony Schwartz (Sound Recordist),"RXF 4955: Sound of a city (Tony Schwartz, narrator) (0:00) -- thunder & rain (01:20) -- birds (01:39) -- dog barking (01:54) -- church bells (02:10) -- boat docking (horn) (02:32) -- crowd sounds (03:06) -- subway turnstiles (03:26) -- street sounds: truck, traffic, construction, alarm (03:47) -- 42nd street sounds, newsdealer (04:44) -- Union square, flower girl (05:21) -- Lexington Ave. in Harlem, shoeshine stand (05:40) -- 52nd St. nightclub doorman (06:01) -- Subway at 135th Street (06:45) -- Orchard Street vendors (07:18) -- Port Authority bus terminal, P.A. announcement (07:37) -- Music segment: Boat whistle (07:54) -- Henriette, singing in French to her baby, tapping sandals, interview (08:28) -- Rumanian gypsy song, with guitar (09:34) -- Nigerian students, singing on Thanksgiving afternoon (10:02) -- Israel music vocal piano and flute, Town Hall (10:21) -- Spanish family group, with drums, bagpipes, castanets, recorded in Spanish Tavern on 10th avenue (11:15) -- Spanish song with translation about Puerto Rico and NY (11:54) -- Friday night service in Jewish home (13:38) -- Italian saint's day parade band (14:11) -- Storefront church service, Puerto Rican protestants (14:30) -- Joy to the World - Harlem church service, Sunday before Christmas (15:03) -- Fishermen from the Carolinas on NY ship (15:58) -- Spiritual sung by cab driver from Mississippi (16:22) -- Moondog, at 11th Avenue and the river (17:05) -- Children's songs (18:27) -- teenagers drumming, with interview (20:03) -- Pen vendor (21:18) -- Little boy on what he did that day (22:17) -- little girl on stories (22:39) -- plumber's thoughts on music (22:53) -- cab driver's thoughts on traffic problem (23:19) -- doorman and dog (24:09) -- woman talk about cat (24:40) -- narration, with blues guitar (25:43) -- morning sounds outside of Schwartz's apartment (26:15) -- construction (27:08) -- air raid drill (27:37) -- church bells (27:55) -- parade band (28:21) -- street football game (28:46) -- Street gospel group, in Spanish, voices and tambourines (29:16) -- rain (29:39) -- street saxophonist (30:00) -- political speech (30:19) -- cats at night (30:45) -- baby (31:49) -- closing narration, w/blues guitar (32:17) -- WNYC announcement (33:37)."
1181025,,,4 - performer,,1,Sound of my city,Tony Schwartz (Sound Recordist),"RXF 4956: Sound of a city (Tony Schwartz, narrator) (0:00) -- thunder & rain (01:20) -- birds (01:39) -- dog barking (01:54) -- church bells (02:10) -- boat docking (horn) (02:32) -- crowd sounds (03:06) -- subway turnstiles (03:30) -- street sounds: truck, traffic, construction, alarm (03:50) -- 42nd street sounds, newsdealer (04:47) -- Union square, flower girl (05:24) -- Lexington Ave. in Harlem, shoeshine stand (05:43) -- 52nd St. nightclub doorman (06:04) -- Subway at 135th Street (06:50) -- Orchard Street vendors (07:23) -- Port Authority bus terminal, P.A. announcement (07:42) -- Music segment: Boat whistle (08:00) -- Henriette, singing in French to her baby, tapping sandals, interview (08:34) -- Rumanian gypsy song, with guitar (09:40) -- Nigerian students, singing on Thanksgiving afternoon (10:08) -- Israel music vocal piano and flute, Town Hall (10:28) -- Spanish family group, with drums, bagpipes, castanets, recorded in Spanish Tavern on 10th avenue (11:22) -- Spanish song with translation about Puerto Rico and NY (12:00) -- Friday night service in Jewish home (13:56) -- Italian saint's day parade band (14:20) -- Storefront church service, Puerto Rican protestants (14:39) -- Joy to the World - Harlem church service, Sunday before Christmas (15:12) -- Fishermen from the Carolinas on NY ship (16:08) -- Spiritual sung by cab driver from Mississippi (16:32) -- Moondog, at 11th Avenue and the river (17:16) -- Children's songs (18:41) -- teenagers drumming, with interview (20:18) -- Pen vendor (21:40) -- Little boy on what he did that day (22:35) -- little girl on stories (22:56) -- plumber's thoughts on music (23:11) -- cab driver's thoughts on traffic problem (23:38) -- doorman and dog (24:28) -- woman talk about cat (25:00) -- Voices of a city: narration, with blues guitar (26:04) -- morning sounds outside of Schwartz's apartment (26:38) -- construction (27:31) -- air raid drill (28:01) -- church bells (28:20) -- parade band (28:46) -- street football game (29:11) -- Street gospel group, in Spanish, voices and tambourines (29:42) -- rain (30:05) -- street saxophonist (30:27) -- political speech (30:46) -- cats at night (31:13) -- baby (32:22) -- closing narration, w/blues guitar (32:46)."
1181201,,RECORDED,4 - performer,,1,The answering machine ; New York 19,Tony Schwartz (Producer),"RXF 4979: Introduction (Tony Schwartz, narrator) (0:00) -- The answering machine (Tony Schwartz, narrator ; unidentified female announcers, speakers ; unidentified men and women, speakers on answering machine recordings ; (0:35) -- New York 19 (Tony Schwartz, narrator ; unidentified male plumber, speaker ; unidentified male grocer, speaker ; unidentified male insurance salesman, speaker ; unidentified male pen salesman, speaker ; unidentified French woman, singer ; congregation of the Puerto Rican storefront church ; Moondog [Louis Hardin], unidentified percussion ; unidentified Puerto Rican man, speaker [translating record playing on jukebox] ; unidentified children singing clapping song, jump rope rhymes and other game songs ; unidentified teenagers playing various forms of percussion) (8:06) -- closing announcement (14:05)."
1187860,"May 26, 1957",RECORDED,4 - performer,,1,"Pete Seeger: 25th anniversary program, May 26, 1957",Pete Seeger (Performer),"1. I'm sticking to the union (00:01) -- 2. Brother, can you spare a dime -- 3. A union song (12:26) -- 4. We're gonna roll (15:42) -- 5. The union's behind us -- 6. We shall overcome."
1192288,"Jan 1, 1951",RECORDED,4 - performer,,1,B. Richardson poem,Beah Richards (Performer),"RXG 0049: Poem ""White Womanhood"" by a negro woman 6:11 (00:07) -- beginning of a spiritual :03 (06:22)."
1194278,,RECORDED,4 - performer,,1,Swift Eagle,Swift Eagle (Performer),"1. Indian war dancing music, chants, and comments (1:00)[00:00] -- 2. Swift Eagle sings echo song from Grand Canyon (and comments) (2:40)[01:06] -- 3. Indian love song (and comments) (2:00)[04:05] -- 4. Flute (and comments) (2:10)[06:10]."
1203655,,,4 - performer,,1,"Bob Dylan, self-portrait : R-1",,Contents: All the tired horses -- Alberta #1 -- Forgot more than you'll ever know -- Days of 49 -- Eary morning rain -- In search of little Sadie -- Let it be me -- Little Sadie -- Woogie boogie -- -- Belle Isle -- Living the blues -- Like a rolling stone.
1203663,"Jan 1, 1960",RECORDED,4 - performer,,1,Bob Dylan self-portrait : R-2,Bob Dylan (Vocalist/Singer),"Contents: 1. Copper kettle -- 2. Gotta travel on -- 3. Blue moon -- 4. The boxer -- 5. The mighty Quinn (Quinn the Eskimo) -- 6. Take me as I am -- 7. Take a message to Mary -- 8. It hurts me too -- 9. Minstrel boy -- 10. She belongs to me -- 11. Wigwam -- 12. Alberta #2. ""Album of Bob Dylan's music and words""--Accompanying collection documentation."
1335547,"May 1, 1957",RECORDED,4 - performer,,1,"Bob Gibson folksong performance, 1957-05",Bob Gibson (Performer),RXF 9251 Down by the bay (00:00) -- The Squirrel (02:07) -- Cum ba yah (03:54) -- Medley (combination of two songs): Brandy and Abi yo-yo (07:13) -- [Unidentified: Come all ye young fellows] (10:19) -- There's a meetin' here tonight (11:02) -- John Riley (12:15) -- Down by the bay (13:53) -- The Squirrel (16:00) -- Cum ba yah (17:47) -- Medley (combination of two songs): Brandy and Abi yo-yo (21:08) -- [Unidentified: Come all ye young fellows] (24:13) -- There's a meetin' here tonight (24:57) -- John Riley (26:11).
1359756,"Apr 1, 1962",RECORDED,4 - performer,,1,Jimmy Giuffre clarinet performances and composition played by a,Jimmy Giuffre (Performer),"RXF 9942: Jimmy Giuffre plays a jazz clarinet piece with bass and drums from a published recording (00:00) -- Giuffre plays clarinet to the sound of dripping water, April 1962 (04:20) -- Possibly an aircheck in which Giuffre's three-movement piece, Affinity, is performed by a Canadian orchestra; comments included (07:23)."
1359757,"Jan 1, 1956",RECORDED,4 - performer,,1,"Jimmy Giuffre performs ""cool's music,"" late 1950s-early 1960s",Jimmy Giuffre (Performer),"Segments of Jimmy Giuffre improvisation on clarinet: 1. Warm-up segments (1:51)[00:00] -- 2. ""Band 1"" (1:21)[01:56] -- 3. ""Band 2"" (:59)[03:20] -- 4. ""Band 3"" (1:22)[04:24] -- 5. ""Band 4"" (:56)[05:47] -- 6. ""Band 5"" (1:00)[06:47] -- 7. ""Band 6"" (1:00)[07:55] -- 8. ""Band 7"" (1:00)[08:58] -- 9. ""Band 8"" (1:00)[10:06] -- 10. ""Band 9,"" with harmonics, natural overtones, and unorthodox fingerings, and Giuffre's explanations (6:53)[11:11]."
