id,originalRecordingTitle,originalEventTitle,contributors,date,subjects
20100929_ot_010mv_pl_mt,"Handycam 20100929203227 Live Performance @ ""Estrojam"" Session with women listed above. Song: Midnight On The Water, Traditional, Public Domain","9-29-10 (2) “ESTROJAM” @ Michele Turner's Home in Taylors, SC",,2010-09-29,
20100929_ot_012mv_pl_mt,"Handycam 20100929204929 Live Performance @ ""Estrojam"" Session with women listed above. Song: Lorena, Traditional, Public Domain","9-29-10 (2) “ESTROJAM” @ Michele Turner's Home in Taylors, SC",,2010-09-29,
20100929_ot_015mv_pl_mt,"Handycam 20100929210733 Live Performance @ ""Estrojam"" Session with women listed above. Song: June Apple, Traditional, Public Domain","9-29-10 (2) “ESTROJAM” @ Michele Turner's Home in Taylors, SC",,2010-09-29,
20100929_ot_016mv_pl_mt,"Handycam 20100929211337 Live Performance @ ""Estrojam"" Session with women listed above. Song: John Brown's Dream, Traditional, Public Domain","9-29-10 (2) “ESTROJAM” @ Michele Turner's Home in Taylors, SC",,2010-09-29,
20111211_ot_002sr_pl_sff_arg,Handycam 2011121103 ANNA ROBERTS-GEVALT on fiddle and ELIZABETH LaPRELLE -vocal at the Stattle Folk Festival: Scottish Traditional tune: The Highlander’s Farewell” PUBLIC DOMAIN,"12-11-2011 ANNA ROBERTS-GEVALT and ELIZABETH LaPRELLE at the Seattle Folk Festival, Town Hall, Seattle, WA (original files location: MacBU Drive 4, FCP, More Americana Women)",,2011-12-11,
20111211_ot_003sr_pl_sff_arg,Handycam 2011121104 DUPLICATE ANNA ROBERTS-GEVALT on fiddle and ELIZABETH LaPRELLE -vocal at the Seattle Folk Festival: Scottish Traditional tune: The Highlander’s Farewell” PUBLIC DOMAIN,"12-11-2011 ANNA ROBERTS-GEVALT and ELIZABETH LaPRELLE at the Seattle Folk Festival, Town Hall, Seattle, WA (original files location: MacBU Drive 4, FCP, More Americana Women)",,2011-12-11,
20111211_ot_004sr_pl_sff_arg,Handycam 2011121105 ANNA ROBERTS-GEVALT on Banjo and ELIZABETH LaPRELLE -vocal and ham bone at the Seattle Folk Festival: Traditional ballad ” Old Kimball” PUBLIC DOMAIN,"12-11-2011 ANNA ROBERTS-GEVALT and ELIZABETH LaPRELLE at the Seattle Folk Festival, Town Hall, Seattle, WA (original files location: MacBU Drive 4, FCP, More Americana Women)",,2011-12-11,
20111211_ot_005sr_pl_sff_arg,Handycam 2011121106 ANNA ROBERTS-GEVALT on fiddle and ELIZABETH LaPRELLE banjo at the Seattle Folk Festival: Traditional tune: Banjo Pickin’ Girl” PUBLIC DOMAIN,"12-11-2011 ANNA ROBERTS-GEVALT and ELIZABETH LaPRELLE at the Seattle Folk Festival, Town Hall, Seattle, WA (original files location: MacBU Drive 4, FCP, More Americana Women)",,2011-12-11,
20111211_ot_005sr_pl_sff_arg,Handycam 2011121107 ANNA ROBERTS-GEVALT on fiddle and ELIZABETH LaPRELLE banjo at the Seattle Folk Festival: Traditional tune with story about Addie Graham and her getting piano: “Ida Red” PUBLIC DOMAIN,"12-11-2011 ANNA ROBERTS-GEVALT and ELIZABETH LaPRELLE at the Seattle Folk Festival, Town Hall, Seattle, WA (original files location: MacBU Drive 4, FCP, More Americana Women)",,2011-12-11,
20111211_ot_005sr_pl_sff_arg,Handycam 2011121108 ANNA ROBERTS-GEVALT on guitar and ELIZABETH LaPRELLE vocal at the Seattle Folk Festival: Traditional blues tune with story about Addie Graham: “Wouldn’t Mind Workin’ From Sun To Sun” PUBLIC DOMAIN,"12-11-2011 ANNA ROBERTS-GEVALT and ELIZABETH LaPRELLE at the Seattle Folk Festival, Town Hall, Seattle, WA (original files location: MacBU Drive 4, FCP, More Americana Women)",,2011-12-11,
20111211_ot_005sr_pl_sff_arg,Handycam 2011121109 ANNA ROBERTS-GEVALT and ELIZABETH LaPRELLE on vocal at the Seattle Folk Festival ballad song presentation with “Crankie” - in color. Song: The Ballad of Lord Bateman and the Turkish Lady” tradional old english PUBLIC DOMAIN,"12-11-2011 ANNA ROBERTS-GEVALT and ELIZABETH LaPRELLE at the Seattle Folk Festival, Town Hall, Seattle, WA (original files location: MacBU Drive 4, FCP, More Americana Women)",,2011-12-11,
20111211_ot_005sr_pl_sff_arg,Handycam 2011121110 ANNA ROBERTS-GEVALT on fiddle and ELIZABETH LaPRELLE banjo and vocal at the Seattle Folk Festival: Traditional tune: Liza Jane” PUBLIC DOMAIN,"12-11-2011 ANNA ROBERTS-GEVALT and ELIZABETH LaPRELLE at the Seattle Folk Festival, Town Hall, Seattle, WA (original files location: MacBU Drive 4, FCP, More Americana Women)",,2011-12-11,
20111211_ot_005sr_pl_sff_arg,Handycam 2011121111 ANNA ROBERTS-GEVALT and ELIZABETH LaPRELLE on vocal at the Seattle Folk Festival a riddle song presentation with “Crankie” - in color. Song: (Who Is The Weaver’s Bonnie) The Devil’s Nine Questions” PUBLIC DOMAIN,"12-11-2011 ANNA ROBERTS-GEVALT and ELIZABETH LaPRELLE at the Seattle Folk Festival, Town Hall, Seattle, WA (original files location: MacBU Drive 4, FCP, More Americana Women)",,2011-12-11,
20111211_ot_005sr_pl_sff_arg,Handycam 2011121113 ANNA ROBERTS-GEVALT and ELIZABETH LaPRELLE on vocals at the Seattle Folk Festival accapella Song: ”A Whole Heap of Little Horses” PUBLIC DOMAIN,"12-11-2011 ANNA ROBERTS-GEVALT and ELIZABETH LaPRELLE at the Seattle Folk Festival, Town Hall, Seattle, WA (original files location: MacBU Drive 4, FCP, More Americana Women)",,2011-12-11,
20120113_ot_007mv_pl_POTG,"Handycam 2012011325 Band: The Tallboys (performing in concert @ The Scottish Rite Center Song: G Rag, thought to b public domain, written by the Georgia Yellow Hammers",01-13-2012 (2) Band: The Tallboys (performing in concert @ The Scottish Rite Center,,2012-01-13,
20120113_ot_008mv_pl_POTG,"Handycam 2012011326 Band: The Tallboys (performing in concert @ The Scottish Rite Center. Song: Slim Gal, thought to be traditional in the public domain",01-13-2012 (2) Band: The Tallboys (performing in concert @ The Scottish Rite Center,,2012-01-13,
20120113_ot_010mv_pl_POTG,"Handycam 2012011328 Band: The Tallboys (performing in concert @ The Scottish Rite Center, Song: Fourth of July, by The Georgia Yellow Hammers, thought to be public domain",01-13-2012 (2) Band: The Tallboys (performing in concert @ The Scottish Rite Center,,2012-01-13,
20120114_ot_010mv_pl_POTG,"Handycam 2012011453 Band: Lauren Sheehan and friends performing at The Scottish Rite Center, Song: Drunk Man’s Blues, by - unknown believed to be public domain, traditional",01-14-2012 (3) Band: Lauren Sheehan and friends,,2012-01-14,
20120419_ot_001mv/pl_aj,Handycam2012041901 Live performance during Delta Symposium w/ Alan Jabbour on fiddle and Ken Perlman on banjo. Tune: Mrs. McLeod (aka Hop Light Ladies) Traditional Public Domain,04/19/2012 (1) LIVE PERFORMANCE BY ALAN JABBOUR & KEN PERLMAN,,2012-04-19,
20120419_ot_002mv/pl_aj,Handycam2012041902 Live performance during Delta Symposium w/ Alan Jabbour on fiddle and Ken Perlman on banjo. Tune: Fire On The Mountain (aka Granny Will Your Dog Bite) Traditional Public Domain,04/19/2012 (1) LIVE PERFORMANCE BY ALAN JABBOUR & KEN PERLMAN,,2012-04-19,
20120419_ot_003mv/pl_aj,Handycam2012041903 Live performance during Delta Symposium w/ Alan Jabbour on fiddle and Ken Perlman on banjo. Tune: Rocky Mountain Goat (aka New Rigged Ship Hornpipe) Traditional Public Domain,04/19/2012 (1) LIVE PERFORMANCE BY ALAN JABBOUR & KEN PERLMAN,,2012-04-19,
20120419_ot_004mv/pl_aj,Handycam2012041904Live performance during Delta Symposium w/ Alan Jabbour on fiddle and Ken Perlman on banjo. Tune: Chaple Hill Serenade (aka Green Willis) Traditional Public Domain,04/19/2012 (1) LIVE PERFORMANCE BY ALAN JABBOUR & KEN PERLMAN,,2012-04-19,
20120419_ot_005mv/pl_aj,Handycam2012041905Live performance during Delta Symposium w/ Alan Jabbour on fiddle and Ken Perlman on banjo. Tune: British Field March Traditional Public Domain,04/19/2012 (1) LIVE PERFORMANCE BY ALAN JABBOUR & KEN PERLMAN,,2012-04-19,
20120419_ot_006mv/pl_aj,Handycam2012041906 Live performance during Delta Symposium w/ Alan Jabbour on fiddle and Ken Perlman on banjo. Tune:High Yellow (from Mr. Hypes) Traditional Public Domain,04/19/2012 (1) LIVE PERFORMANCE BY ALAN JABBOUR & KEN PERLMAN,,2012-04-19,
20120419_ot_007mv/pl_aj,Handycam2012041907 Live performance during Delta Symposium w/ Alan Jabbour on fiddle and Ken Perlman on banjo. Tune: Ragged Bill( Traditional Public Domain,04/19/2012 (1) LIVE PERFORMANCE BY ALAN JABBOUR & KEN PERLMAN,,2012-04-19,
20120419_ot_008mv/pl_aj,"Handycam2012041908 Live performance during Delta Symposium w/ Alan Jabbour Ken Perlman solo on banjo. 4 Tunes:1. Miss Maxwell, 2. Miss Gordon, 3.Island Boy, 4. Saint Ann's Reel. Traditional Public Domain",04/19/2012 (1) LIVE PERFORMANCE BY ALAN JABBOUR & KEN PERLMAN,,2012-04-19,
20120419_ot_009mv/pl_aj,Handycam2012041909 Live performance during Delta Symposium w/ Alan Jabbour on fiddle and Ken Perlman on banjo.Tune: Jack Webster's Reel. Traditional Public Domain,04/19/2012 (1) LIVE PERFORMANCE BY ALAN JABBOUR & KEN PERLMAN,,2012-04-19,
20120419_ot_010mv/pl_aj,Handycam2012041910 Live performance during Delta Symposium w/ Alan Jabbour on fiddle and Ken Perlman on banjo. Tune:Henry Reed's Breakdown.Traditional Public Domain,04/19/2012 (1) LIVE PERFORMANCE BY ALAN JABBOUR & KEN PERLMAN,,2012-04-19,
20120810_bl_005mv_pl_ee_cbb,"Handycam2012081025 Live Performance by Eleanor Ellis at Couth Buzzard Books, Expresso Bueno Cafe. First Set, Song 5: Bull Doze Blues, written by Henry Thomas PUBLIC DOMAIN (Thomas 1874 died 1930) (revisedas Cnned Heat’s Goin’ Up Country)","8/10/12 ELEANOR ELLIS @ COUTH BUZZARD CAFE, SEATTLE, WA",,2012-08-10,
20120810_bl_021mv_pl_ee_cbb,"Handycam2012081041 Live Performance by Eleanor Ellis at Couth Buzzard Books, Expresso Bueno Cafe. Second Set, Song 9: Richmond Blues, written by Julius Daniels, believed to be Public Domain","8/10/12 ELEANOR ELLIS @ COUTH BUZZARD CAFE, SEATTLE, WA",,2012-08-10,
20120909_ot_001sr_pi_cbp,TascamDR01112 Cathy Barton Para on banjo and her husband David Para on guitar at American Banjo Camp 2012. Song: Grey Eagle Traditional Public Domain,"09/09/2012 CATHERINE (CATHY) BARTON PARA @ AMERICAN BANJO CAMP, FORT FLAGLER,WA",,2012-09-09,
20120909_ot_005sr_pi_cbp,TascamDR01116 Cathy Barton Para on banjo and her husband David Para on guitar at American Banjo Camp 2012. Song: Saddle Old Kate Traditional Public Domain,"09/09/2012 CATHERINE (CATHY) BARTON PARA @ AMERICAN BANJO CAMP, FORT FLAGLER,WA",,2012-09-09,
20120909_ot_006sr_pi_cbp,TascamDR01117 Cathy Barton Para on banjo and her husband David Para on guitar at American Banjo Camp 2012. Song: Echos of the Ozarks Traditional Public Domain,"09/09/2012 CATHERINE (CATHY) BARTON PARA @ AMERICAN BANJO CAMP, FORT FLAGLER,WA",,2012-09-09,
20140322_bl_004mv_pl_tt_dr,Handycam 2014-03-22 at 20_03_56.movLive performance by Del Rey & Matt Weiner at Tim Noah Thumbnail Theater. Song: “Texas Twist”. By: Mattie Hite/Public Domain,03/22/2014 DEL REY AT TIM NOAH THUMBNAIL THEATER,,2014-03-22,
20140322_bl_007mv_pl_tt_dr,Handycam 2014-03-22 at 20_13_32.mov Live performance by Del Rey & Matt Weiner at Tim Noah Thumbnail Theater. Song: “Rocking Chair Blues” Public Domain,03/22/2014 DEL REY AT TIM NOAH THUMBNAIL THEATER,,2014-03-22,
20140322_bl_008mv_pl_tt_dr,Handycam 2014-03-22 at 20_17_06.mov Live performance by Del Rey & Matt Weiner at Tim Noah Thumbnail Theater. Song: “High Society” Public Domain,03/22/2014 DEL REY AT TIM NOAH THUMBNAIL THEATER,,2014-03-22,
20140322_bl_010mv_pl_tt_dr,Handycam 2014-03-22 at 20_42_35.mov Live performance by Del Rey & Matt Weiner at Tim Noah Thumbnail Theater. Song: “Can’t Get The Stuff” Public Domain,03/22/2014 DEL REY AT TIM NOAH THUMBNAIL THEATER,,2014-03-22,
20140322_bl_011mv_pl_tt_dr,Handycam 2014-03-22 at 20_46_18.mov Live performance by Del Rey & Matt Weiner at Tim Noah Thumbnail Theater. Song: “She Never” By: Amos Easton/Public Domain,03/22/2014 DEL REY AT TIM NOAH THUMBNAIL THEATER,,2014-03-22,
20140322_bl_015mv_pl_tt_dr,Handycam 2014-03-22 at 21_00_52.mov Live performance by Del Rey & Matt Weiner at Tim Noah Thumbnail Theater. Song: “Brazilian Tune” Public Domain,03/22/2014 DEL REY AT TIM NOAH THUMBNAIL THEATER,,2014-03-22,
20140322_bl_016mv_pl_tt_dr,Handycam 2014-03-22 at 21_03_57.mov Live performance by Del Rey & Matt Weiner at Tim Noah Thumbnail Theater. Song: “Land of Calypso” Public Domain,03/22/2014 DEL REY AT TIM NOAH THUMBNAIL THEATER,,2014-03-22,
20140322_bl_018mv_pl_tt_dr,Handycam 2014-03-22 at 21_11_45.mov Live performance by Del Rey & Matt Weiner at Tim Noah Thumbnail Theater. Song: “Suitcase Breakdown” Public Domain,03/22/2014 DEL REY AT TIM NOAH THUMBNAIL THEATER,,2014-03-22,
20140322_bl_001sr_pl_tt_dr,Tascam DR001425 Live performance by Del Rey & Matt Weiner at Tim Noah Thumbnail Theater. Song: “Tapping That Thing”. By: Public Domain,03/22/2014 DEL REY AT TIM NOAH THUMBNAIL THEATER,,2014-03-22,
20140322_bl_007sr_pl_tt_dr,Tascam DR001431 Live performance by Del Rey & Matt Weiner at Tim Noah Thumbnail Theater. Song: “Texas Twist”. By: Mattie Hite/Public Domain,03/22/2014 DEL REY AT TIM NOAH THUMBNAIL THEATER,,2014-03-22,
20140322_bl_010sr_pl_tt_dr,Tascam DR001434 Live performance by Del Rey & Matt Weiner at Tim Noah Thumbnail Theater. Song: “Rocking Chair Blues” Public Domain,03/22/2014 DEL REY AT TIM NOAH THUMBNAIL THEATER,,2014-03-22,
20140322_bl_011sr_pl_tt_dr,Tascam DR001435 Live performance by Del Rey & Matt Weiner at Tim Noah Thumbnail Theater. Song: “High Society” Public Domain,03/22/2014 DEL REY AT TIM NOAH THUMBNAIL THEATER,,2014-03-22,
20140322_bl_013sr_pl_tt_dr,Tascam DR001437 Live performance by Del Rey & Matt Weiner at Tim Noah Thumbnail Theater. Song: “Can’t Get The Stuff” Public Domain,03/22/2014 DEL REY AT TIM NOAH THUMBNAIL THEATER,,2014-03-22,
20140322_bl_014sr_pl_tt_dr,Tascam DR001438 Live performance by Del Rey & Matt Weiner at Tim Noah Thumbnail Theater. Song: “She Never” By: Amos Easton/Public Domain,03/22/2014 DEL REY AT TIM NOAH THUMBNAIL THEATER,,2014-03-22,
20140322_bl_018sr_pl_tt_dr,Tascam DR001442 Live performance by Del Rey & Matt Weiner at Tim Noah Thumbnail Theater. Song: “Brazilian Tune” Public Domain,03/22/2014 DEL REY AT TIM NOAH THUMBNAIL THEATER,,2014-03-22,
20140322_bl_019sr_pl_tt_dr,Tascam DR001443 Live performance by Del Rey & Matt Weiner at Tim Noah Thumbnail Theater. Song: “Land of Calypso” Public Domain,03/22/2014 DEL REY AT TIM NOAH THUMBNAIL THEATER,,2014-03-22,
20140322_bl_021sr_pl_tt_dr,Tascam DR001445 Live performance by Del Rey & Matt Weiner at Tim Noah Thumbnail Theater. Song: “Suitcase Breakdown” Public Domain,03/22/2014 DEL REY AT TIM NOAH THUMBNAIL THEATER,,2014-03-22,
